507.736235503,441.992208079,437.015355183,433.170509959,433.149352109,433.14761921,433.147618981,433.147618981,433.147618981,433.147618981,433.147618981,433.147618981,433.147618981,433.147618981
488.575625883,403.122135487,396.899767645,396.449649073,396.439015258,396.438998025,396.438998025,396.438998025,396.438998025,396.438998025,396.438998025,396.438998025,396.438998025,396.438998025
443.149700924,406.838383691,396.215382388,394.904429782,394.899438356,394.899438355,394.899438355,394.899438355,394.899438355,394.899438355,394.899438355,394.899438355,394.899438355,394.899438355
497.118670729,494.901235576,493.080204297,489.976813701,489.944216348,489.944190604,489.944190604,489.944190604,489.944190604,489.944190604,489.944190604,489.944190604,489.944190604,489.944190604
438.319951222,419.694395537,409.968335105,399.010107847,396.961088207,396.946077652,396.946077474,396.946077474,396.946077474,396.946077474,396.946077474,396.946077474,396.946077474,396.946077474
430.989912024,413.11308835,398.660158129,398.468220977,398.465938592,398.465937693,398.465937693,398.465937693,398.465937693,398.465937693,398.465937693,398.465937693,398.465937693,398.465937693
456.209756766,410.964421772,408.374994974,400.675441907,399.393562631,399.388404494,399.387519376,399.387308714,399.387263947,399.387247463,399.387180524,399.387168356,399.387112197,399.387107231
419.105326556,402.191622421,399.365259574,398.867300564,398.829028448,398.69499869,398.688797179,398.687765083,398.686582815,398.685550488,398.685315748,398.685228916,398.68510312,398.684997902
434.646793067,409.083959664,406.746486397,406.474756296,406.474641632,406.474641621,406.474641621,406.474641621,406.474641621,406.474641621,406.474641621,406.474641621,406.474641621,406.474641621
513.567812184,410.604295287,407.480511654,406.775945371,406.771199848,406.771197671,406.771197671,406.771197671,406.771197671,406.771197671,406.771197671,406.771197671,406.771197671,406.771197671
414.752767548,406.597300615,405.014171151,404.837118286,404.818756427,404.818738289,404.818738289,404.818738289,404.818738289,404.818738289,404.818738289,404.818738289,404.818738289,404.818738289
499.822985193,436.046728489,415.285741259,410.085513877,409.689496004,409.68402191,409.684021892,409.684021892,409.684021892,409.684021892,409.684021892,409.684021892,409.684021892,409.684021892
460.459934363,409.660467939,406.487638125,403.860103987,403.795790689,403.795789334,403.795789334,403.795789334,403.795789334,403.795789334,403.795789334,403.795789334,403.795789334,403.795789334
420.685382201,411.826988462,407.566304674,406.98995378,406.557463774,406.5319038,406.529421011,406.52907241,406.529008766,406.52895602,406.528895767,406.528881913,406.528879613,406.528872858
447.560530381,419.940505284,405.055014895,398.236631644,397.90698699,397.905857623,397.905857586,397.905857586,397.905857586,397.905857586,397.905857586,397.905857586,397.905857586,397.905857586
537.125892172,473.660210332,443.173794925,436.419559954,435.911906154,431.987243768,431.476450845,431.476450845,431.476450845,431.476450845,431.476450845,431.476450845,431.476450845,431.476450845
593.255548257,405.902871653,401.989190075,400.259633971,400.239326907,400.239321346,400.239321346,400.239321346,400.239321346,400.239321346,400.239321346,400.239321346,400.135518812,400.135518812
451.160516733,415.649014828,411.991176551,411.211988766,411.15319463,411.141977656,411.141418698,411.141266431,411.141144965,411.141015597,411.140995476,411.140925524,411.140849405,411.140735485
